"twt_id","srvy_tp","subm_dt","both","new","newboth","st_ct","hhs","ppl","wp_prblm_taste_rcd","wp_prblm_smell_rcd","wp_prblm_color_rcd","wp_prblm_cloudy_rcd","ho_diar_rcd","ho_typh_rcd","ho_malr_rcd","ho_dysn_rcd","ho_resp_rcd","ho_skin_rcd","ho_eyin_rcd","ho_wrms_rcd","ho_othr_1_rcd","ho_othr_2_rcd","ho_dk_rcd","ft_lt_30M","ft_30_60M","ft_gt_120M","ft_gt_60M","ft_gt_180M","ftch_tm_NA","sf_NoBush","sf_ImpLatr","sf_Pit","sf_Latr","sf_NoNghbr","san_fac_NA","wp_prblm_taste_rcd_na","wp_prblm_smell_rcd_na","wp_prblm_color_rcd_na","wp_prblm_cloudy_rcd_na","ho_diar_rcd_na","ho_typh_rcd_na","ho_malr_rcd_na","ho_dysn_rcd_na","ho_resp_rcd_na","ho_skin_rcd_na","ho_eyin_rcd_na","ho_wrms_rcd_na","ho_othr_1_rcd_na","ho_othr_2_rcd_na","ho_dk_rcd_na","fnct_wp","fnct_wp_na","fnct_wp_tt","strd_fees_sum","strd_fees_none","fnct_wq","fnct_wq_na","fnct_wq_tt","tst_rslt_elec_amt","tst_rslt_elec_amt_na","tst_rslt_elec_amt_tt","tst_rslt_temp_amt","tst_rslt_temp_amt_na","tst_rslt_temp_amt_tt","tst_rslt_trbd_amt","tst_rslt_trbd_amt_na","tst_rslt_trbd_amt_tt","tst_rslt_nitrite_amt","tst_rslt_nitrite_amt_na","tst_rslt_nitrite_amt_tt","tst_rslt_nitrate_amt","tst_rslt_nitrate_amt_na","tst_rslt_nitrate_amt_tt","tst_rslt_fl_amt","tst_rslt_fl_amt_na","tst_rslt_fl_amt_tt","tst_rslt_arsnc_amt","tst_rslt_arsnc_amt_na","tst_rslt_arsnc_amt_tt","tst_rslt_ecoli_amt","tst_rslt_ecoli_amt_na","tst_rslt_ecoli_amt_tt","tst_rslt_fcoli_amt","tst_rslt_fcoli_amt_na","tst_rslt_fcoli_amt_tt","ecoli_risk_l","ecoli_risk_i","ecoli_risk_h","ecoli_risk_v"
"827548","m",2016-01-12,"0","0","00",1,18,156,0,0,0,0,0,0,13,0,3,0,0,2,2,0,3,5,13,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,1,0,1,170000,0,2,0,2,555,1,1,27,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,35,1,1,1,0,0,0
"827562","b",2013-06-11,"1","0","01",1,28,139,28,0,0,0,28,0,0,0,0,9,0,0,0,0,0,4,9,0,15,0,0,13,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827562","m",2016-03-10,"1","0","01",1,33,200,0,0,0,11,2,1,23,0,2,0,1,7,2,0,2,20,13,0,0,0,0,0,0,3,30,0,0,12,12,12,12,4,4,4,4,4,4,4,4,4,33,31,3,0,3,30000,0,4,0,5,192.4,1,4,26.8,4,1,77.5,0,5,NA,5,0,NA,5,0,NA,5,0,NA,5,0,1115.5,1,4,125,4,1,0,0,0,1
"827579","m",2015-09-29,"0","0","00",1,37,179,0,0,0,0,2,3,11,0,10,2,1,2,0,0,0,17,20,0,0,0,0,1,0,18,16,2,0,25,25,25,25,19,19,19,19,19,19,19,19,19,37,37,2,0,2,6000,0,2,0,3,100,1,2,NA,3,0,103,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,35.5,1,2,101,2,1,0,0,1,0
"827586","m",2015-12-07,"0","0","00",1,20,124,0,0,0,0,1,0,18,0,5,0,0,2,4,0,2,2,18,0,0,0,0,0,0,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,2,0,2,340000,0,2,0,2,100,1,1,27,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,29,1,1,1,0,0,0
"827593","b",2013-11-13,"1","0","01",1,35,256,0,0,35,0,6,0,0,0,0,8,0,0,0,0,0,5,14,0,16,0,0,20,0,15,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827593","m",2016-03-21,"1","0","01",1,13,64,0,0,1,0,2,5,8,0,6,2,0,3,0,0,0,9,4,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1,0,1,58000,0,2,0,3,210.5,1,2,NA,3,0,125,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,2,1,2,100,2,1,0,1,0,0
"827603","m",2015-12-08,"0","0","00",1,8,41,0,0,0,0,1,2,4,0,4,1,2,0,1,0,0,2,6,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,NA,NA,NA,NA,NA,2,0,3,90,2,1,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,1,2,60,2,1,1,0,0,0
"827627","m",2016-01-11,"0","0","00",1,10,78,0,0,0,0,0,0,5,0,3,0,1,1,2,0,4,4,6,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,0,1,12000,0,2,0,2,120,1,1,23.8,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,125,1,1,1,0,0,0
"827634","b",2013-12-12,"1","0","01",1,30,231,0,0,30,0,4,0,0,0,0,5,0,0,0,0,0,0,12,0,18,0,0,3,4,23,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827634","m",2016-11-22,"1","0","01",1,19,93,0,0,0,0,0,2,15,0,7,3,0,1,0,0,0,13,6,0,0,0,0,0,5,1,13,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,19,19,1.5,0,2,110000,0,2,0,3,241.4,1,2,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,1,1,2,107,2,1,1,0,0,0
"827641","b",2014-01-16,"1","0","01",1,68,482,0,0,0,0,20,0,0,0,0,6,0,0,0,0,0,2,46,0,20,0,0,6,38,22,2,0,0,68,68,68,68,48,48,48,48,48,48,48,48,48,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827641","m",2016-02-11,"1","0","01",1,11,82,0,0,0,0,0,0,10,0,2,0,1,1,0,0,1,2,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,0,1,1e+05,0,3,0,3,85.4,1,2,27.1,2,1,15,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,14,1,2,35,2,1,0,0,1,0
"827658","m",2016-02-11,"0","0","00",1,10,73,0,0,0,0,0,0,7,0,4,2,3,1,2,0,1,2,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,1,90000,0,2,0,2,190,1,1,28.5,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,30,1,1,1,0,0,0
"827672","m",2015-09-10,"0","0","00",1,28,133,0,0,0,0,0,0,2,0,1,0,1,2,0,0,23,25,3,0,0,0,0,0,0,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,1,0,1,18000,0,1,0,1,77.1,0,1,27,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827689","b",2014-02-06,"1","0","01",1,30,152,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,0,18,12,0,0,0,30,30,30,30,24,24,24,24,24,24,24,24,24,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827689","m",2015-10-20,"1","0","01",1,11,59,0,0,0,5,0,0,11,0,0,0,1,0,0,0,0,7,4,0,0,0,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,0,1,0,1,3,0,4,170,2,2,28.5,3,1,200,0,4,NA,4,0,NA,4,0,NA,4,0,NA,4,0,101,1,3,176,3,1,0,0,0,1
"827696","b",2014-01-30,"1","0","01",1,30,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,19,0,0,14,11,5,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827696","m",2015-09-10,"1","0","01",1,21,110,0,0,0,0,1,0,18,0,0,2,0,2,0,0,0,14,7,0,0,0,0,1,1,1,16,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,21,21,1,0,1,160000,0,3,0,3,264,0,3,49.9,1,2,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,1,1,2,8,2,1,1,0,0,0
"827706","b",2015-09-15,"1","1","11",1,45,283,0,0,0,1,44,1,1,0,1,0,0,1,0,0,0,2,22,0,21,0,0,24,20,1,0,0,0,44,44,44,44,1,1,1,1,1,1,1,1,1,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827706","m",2015-09-14,"1","1","11",1,24,137,0,0,2,2,0,0,19,0,0,2,3,6,0,0,0,12,12,0,0,0,0,0,1,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1.5,0,2,2e+05,0,3,0,3,100,2,1,29.1,2,1,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,0,3,NA,3,0,1,0,0,0
"827737","m",2016-03-24,"0","0","00",1,6,49,0,0,0,0,0,0,6,0,2,0,1,3,0,0,0,3,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1.5,0,2,96000,0,1,0,2,90,1,1,22,1,1,0,1,1,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,4,1,1,NA,NA,NA,NA
"827744","b",2014-04-26,"1","0","01",1,45,265,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,8,30,0,7,0,0,2,40,3,0,0,0,45,45,45,45,33,33,33,33,33,33,33,33,33,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827744","m",2015-09-24,"1","0","01",1,10,79,2,5,4,4,1,0,7,0,0,0,0,0,2,0,1,10,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,1,30000,0,2,0,2,200,0,2,50.2,0,2,15,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,22,1,1,1,0,0,0
"827751","b",2014-02-28,"1","0","01",1,85,517,0,0,30,0,60,0,0,0,0,33,0,0,0,0,0,8,20,0,57,0,0,50,16,19,0,0,0,55,55,55,55,18,18,18,18,18,18,18,18,18,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827751","m",2015-09-10,"1","0","01",1,16,76,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,9,7,0,0,0,0,0,2,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,2,0,2,13000,0,2,0,2,180,1,1,26.7,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,16.5,1,1,1,0,0,0
"827768","m",2015-09-08,"0","0","00",1,20,92,0,0,0,0,0,0,18,1,2,0,0,0,0,0,2,15,5,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,1,0,1,0,1,4,0,4,111.4,2,2,29.1,3,1,150,0,4,NA,4,0,NA,4,0,NA,4,0,NA,4,0,7,1,3,10,3,1,0,1,0,0
"827775","b",2014-08-04,"1","0","01",1,32,196,32,0,0,0,32,0,0,0,0,20,0,0,0,0,0,3,29,0,0,0,0,24,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827775","m",2016-02-04,"1","0","01",1,13,103,0,0,0,0,1,0,9,0,2,0,2,2,4,0,3,6,7,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,1,0,1,0,1,2,0,2,260,0,2,49.9,0,2,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,4,1,1,1,0,0,0
"827782","m",2016-02-10,"0","0","00",1,12,82,1,1,1,0,0,1,11,1,1,2,3,2,2,0,0,1,11,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,0,1,50000,0,2,0,2,266,0,2,49.6,0,2,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,14,1,1,1,0,0,0
"827799","m",2015-09-21,"0","0","00",1,10,67,0,0,1,0,0,1,1,0,0,0,0,0,0,0,8,10,0,0,0,0,0,3,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,0,1,2,0,2,160,1,1,49.7,0,2,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,23,1,1,1,0,0,0
"827809","b",2014-04-29,"1","0","01",1,30,165,0,30,0,0,12,0,16,0,0,0,0,0,0,0,0,26,4,0,0,0,0,11,9,10,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827809","m",2015-10-05,"1","0","01",1,10,61,0,0,0,0,6,0,9,0,0,0,0,8,0,0,0,7,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,1,0,1,1,0,1,210,0,1,27,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827816","b",2014-05-13,"1","0","01",1,30,186,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,0,0,8,7,15,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827816","m",2016-11-24,"1","0","01",1,15,109,0,0,0,0,2,0,6,0,9,1,0,2,1,0,0,9,6,0,0,0,0,0,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,2,0,2,110000,0,4,0,4,594.1,0,4,75.4,1,3,0,0,4,NA,4,0,NA,4,0,NA,4,0,NA,4,0,18,1,3,2,3,1,0,0,1,0
"827823","m",2016-02-08,"0","0","00",1,12,118,3,8,3,6,4,5,10,4,7,9,8,6,1,0,1,0,7,2,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,1,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,NA,NA,NA
"827830","b",2014-05-16,"1","0","01",1,53,361,0,53,0,0,41,0,36,0,0,0,0,0,0,0,0,31,22,0,0,0,0,2,32,19,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827830","m",2015-09-10,"1","0","01",1,25,181,0,0,0,0,3,1,24,0,0,0,0,20,1,0,0,10,15,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,1,0,1,40000,0,1,0,1,65,0,1,28.6,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827847","m",2016-02-11,"0","0","00",1,12,108,11,11,10,8,4,9,6,4,7,4,6,3,1,0,0,0,11,0,1,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.5,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827854","b",2014-06-17,"1","0","01",1,48,301,0,48,0,0,38,0,0,0,0,0,0,0,0,0,0,13,24,0,11,0,0,12,31,5,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827854","m",2015-11-16,"1","0","01",1,12,90,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,1.5,0,2,20000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827861","b",2014-06-13,"1","0","01",1,44,257,0,44,0,0,43,0,0,0,0,0,0,0,0,0,0,5,24,0,15,0,0,19,14,11,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827861","m",2015-09-08,"1","0","01",1,25,162,0,1,13,18,0,1,20,0,0,0,0,0,1,0,4,25,0,0,0,0,0,1,5,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,1,0,1,50000,0,1,0,1,250,0,1,27.7,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827885","m",2015-10-16,"0","0","00",1,37,228,0,0,0,0,1,3,23,0,1,0,0,0,0,0,7,37,0,0,0,0,0,0,2,5,25,5,0,8,8,8,8,7,7,7,7,7,7,7,7,7,37,30,1,0,1,70000,0,1,0,1,700,0,1,26.6,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827892","m",2015-09-23,"0","0","00",1,17,97,0,0,0,0,7,3,16,1,0,6,0,5,0,0,0,0,17,0,0,0,0,0,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,1.5,0,3,134000,0,1,0,1,170,0,1,26.7,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827902","m",2015-12-07,"0","0","00",1,10,77,0,0,0,0,0,0,8,1,1,3,1,1,1,0,2,1,9,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.5,0,1,50000,0,2,0,2,130,0,2,29.5,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,3,0,2,NA,2,0,0,1,0,0
"827919","m",2015-09-17,"0","0","00",1,10,60,0,0,0,0,2,1,8,0,1,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,1,0,1,1,0,1,370,0,1,28.6,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827926","m",2015-10-20,"0","0","00",1,10,56,0,0,0,0,5,1,10,0,0,0,1,7,0,0,0,5,5,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,1,68000,0,3,0,3,239.5,0,3,28.7,2,1,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,2.5,0,3,NA,3,0,0,1,0,0
"827933","b",2014-10-02,"1","0","01",1,29,158,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,29,0,0,10,4,15,0,0,0,29,29,29,29,15,15,15,15,15,15,15,15,15,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827933","m",2015-11-12,"1","0","01",1,19,108,0,0,0,0,1,1,7,0,6,4,1,2,2,0,2,10,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0.5,0,1,0,1,1,0,1,1020,0,1,26.6,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827940","m",2016-02-09,"0","0","00",1,13,103,0,0,0,0,0,1,7,0,2,1,0,2,1,0,6,4,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,1,0,1,1e+05,0,2,0,2,377,0,2,27.6,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,1007,0,2,NA,2,0,0,0,0,1
"827957","b",2014-10-13,"1","0","01",1,42,161,0,42,0,0,4,0,4,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,38,4,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827957","m",2016-12-01,"1","0","01",1,22,112,0,0,0,0,0,2,7,0,13,6,1,2,0,0,0,10,12,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,2,0,2,630000,0,1,0,1,40,0,1,27.1,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827964","m",2016-01-13,"0","0","00",1,13,106,0,0,0,0,0,1,13,0,3,0,0,0,2,0,0,8,5,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1,0,1,0,1,4,0,4,313.5,0,4,28.3,3,1,10,0,4,NA,4,0,NA,4,0,NA,4,0,NA,4,0,1003.5,0,4,NA,4,0,0,0,0,1
"864141","b",2016-08-02,"0","1","10",1,30,168,14,19,20,8,12,11,17,1,6,9,3,2,0,0,0,10,20,0,0,0,0,0,1,3,15,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864158","b",2016-07-26,"0","1","10",1,29,187,20,21,23,7,23,19,27,19,11,10,3,5,1,0,0,6,23,0,0,0,0,0,2,4,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864165","b",2016-07-07,"0","1","10",1,34,207,34,34,33,0,10,0,34,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,3,2,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864172","b",2016-08-12,"0","1","10",1,27,205,26,26,27,0,19,0,27,0,0,0,0,0,0,0,0,19,7,0,1,0,0,1,0,4,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864196","b",2016-10-20,"0","1","10",1,62,400,18,38,53,11,9,15,53,7,2,4,0,18,1,0,0,19,38,0,5,0,0,2,2,17,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864206","b",2016-08-23,"0","1","10",1,41,214,3,10,9,19,5,6,10,0,15,5,1,2,0,0,8,13,28,0,0,0,0,2,2,4,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864220","b",2016-08-12,"0","1","10",1,31,162,24,29,19,1,14,1,29,0,0,0,0,24,0,0,0,11,18,0,2,0,0,1,0,10,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
