"twt_id","srvy_tp","subm_dt","both","new","newboth","st_ct","hhs","ppl","wp_prblm_taste_rcd","wp_prblm_smell_rcd","wp_prblm_color_rcd","wp_prblm_cloudy_rcd","ho_diar_rcd","ho_typh_rcd","ho_malr_rcd","ho_dysn_rcd","ho_resp_rcd","ho_skin_rcd","ho_eyin_rcd","ho_wrms_rcd","ho_othr_1_rcd","ho_othr_2_rcd","ho_dk_rcd","ft_lt_30M","ft_30_60M","ft_gt_120M","ft_gt_60M","ft_gt_180M","ftch_tm_NA","sf_NoBush","sf_ImpLatr","sf_Pit","sf_Latr","sf_NoNghbr","san_fac_NA","wp_prblm_taste_rcd_na","wp_prblm_smell_rcd_na","wp_prblm_color_rcd_na","wp_prblm_cloudy_rcd_na","ho_diar_rcd_na","ho_typh_rcd_na","ho_malr_rcd_na","ho_dysn_rcd_na","ho_resp_rcd_na","ho_skin_rcd_na","ho_eyin_rcd_na","ho_wrms_rcd_na","ho_othr_1_rcd_na","ho_othr_2_rcd_na","ho_dk_rcd_na","fnct_wp","fnct_wp_na","fnct_wp_tt","strd_fees_sum","strd_fees_none","fnct_wq","fnct_wq_na","fnct_wq_tt","tst_rslt_elec_amt","tst_rslt_elec_amt_na","tst_rslt_elec_amt_tt","tst_rslt_temp_amt","tst_rslt_temp_amt_na","tst_rslt_temp_amt_tt","tst_rslt_trbd_amt","tst_rslt_trbd_amt_na","tst_rslt_trbd_amt_tt","tst_rslt_nitrite_amt","tst_rslt_nitrite_amt_na","tst_rslt_nitrite_amt_tt","tst_rslt_nitrate_amt","tst_rslt_nitrate_amt_na","tst_rslt_nitrate_amt_tt","tst_rslt_fl_amt","tst_rslt_fl_amt_na","tst_rslt_fl_amt_tt","tst_rslt_arsnc_amt","tst_rslt_arsnc_amt_na","tst_rslt_arsnc_amt_tt","tst_rslt_ecoli_amt","tst_rslt_ecoli_amt_na","tst_rslt_ecoli_amt_tt","tst_rslt_fcoli_amt","tst_rslt_fcoli_amt_na","tst_rslt_fcoli_amt_tt","ecoli_risk_l","ecoli_risk_i","ecoli_risk_h","ecoli_risk_v"
"827108","m",2015-12-01,"0","0","00",1,8,43,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1.5,0,2,80000,0,2,0,3,230,2,1,NA,3,0,200,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,1,2,126,2,1,1,0,0,0
"827115","b",2012-10-23,"1","0","01",1,34,179,0,0,34,0,9,0,21,0,0,3,0,0,0,0,0,1,8,0,25,0,0,7,1,26,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827115","m",2016-03-09,"1","0","01",1,34,241,0,0,0,0,1,0,22,0,2,1,3,3,1,0,1,10,24,0,0,0,0,0,0,7,27,0,0,25,25,25,25,10,10,10,10,10,10,10,10,10,34,33,2.5,0,3,70000,0,3,0,3,151,1,2,51.3,1,2,28,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,2,1,2,19,2,1,0,1,0,0
"827122","b",2012-10-30,"1","0","01",1,39,220,0,0,39,0,21,0,0,0,0,6,0,0,0,0,0,10,29,0,0,0,0,22,4,13,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827122","m",2015-11-27,"1","0","01",1,13,71,0,0,0,0,1,2,5,0,8,3,1,3,1,0,0,3,10,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,0,2,75000,0,3,0,3,195.7,1,2,28.3,2,1,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,5.5,1,2,22,2,1,0,1,0,0
"827139","b",2012-11-13,"1","0","01",1,31,140,0,0,0,0,4,0,13,0,0,14,0,0,0,0,0,0,0,0,31,0,0,0,17,14,0,0,0,31,31,31,31,11,11,11,11,11,11,11,11,11,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827139","m",2015-12-04,"1","0","01",1,18,95,0,2,0,2,1,2,9,0,4,1,7,3,3,0,0,8,10,0,0,0,0,0,2,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,2,0,3,3e+05,0,5,0,5,470.1,1,4,51,3,2,44,0,5,NA,5,0,NA,5,0,NA,5,0,NA,5,0,1057,1,4,61,4,1,0,0,0,1
"827146","b",2015-02-06,"1","1","11",1,43,261,36,0,0,0,8,0,3,0,4,8,0,1,0,0,0,4,39,0,0,0,0,17,1,19,1,5,0,7,7,7,7,23,23,23,23,23,23,23,23,23,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827146","m",2016-02-10,"1","1","11",1,26,135,0,0,0,0,2,3,10,0,4,3,1,1,0,0,0,11,15,0,0,0,0,1,0,5,15,5,0,16,16,16,16,12,12,12,12,12,12,12,12,12,26,26,3,0,3,170000,0,3,0,4,250,2,2,26.6,3,1,10,0,4,NA,4,0,NA,4,0,NA,4,0,NA,4,0,77,1,3,87,3,1,0,0,1,0
"827153","b",2012-11-13,"1","0","01",1,28,153,0,0,28,0,9,0,0,0,0,5,0,0,0,0,0,12,13,0,3,0,0,11,1,16,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827153","m",2016-11-24,"1","0","01",1,41,261,0,0,0,0,1,1,32,0,16,6,2,4,0,0,0,19,22,0,0,0,0,0,2,9,25,5,0,28,28,28,28,0,0,0,0,0,0,0,0,0,41,41,2.5,0,3,22000,0,3,0,3,190,1,2,48.6,1,2,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,1,2,0,2,1,1,0,0,0
"827160","b",2012-11-22,"1","0","01",1,44,214,44,0,0,0,5,0,14,0,0,9,0,0,0,0,0,0,35,0,9,0,0,26,0,18,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827160","m",2016-11-29,"1","0","01",1,25,140,0,0,0,0,0,3,19,0,7,7,6,0,1,0,0,14,11,0,0,0,0,0,7,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,1.5,0,3,49000,0,2,0,2,90,1,1,28.2,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,5,1,1,1,0,0,0
"827177","b",2012-06-12,"1","0","01",1,60,413,0,0,60,0,10,0,0,0,0,7,0,0,0,0,0,22,28,0,10,0,0,20,9,31,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827177","m",2016-01-13,"1","0","01",1,34,190,0,0,0,0,1,0,19,0,1,0,2,1,2,0,4,16,17,0,0,0,1,0,2,5,26,1,0,24,24,24,24,9,9,9,9,9,9,9,9,9,34,30,2,0,2,0,1,2,0,3,278.4,1,2,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,1003,1,2,100,2,1,0,0,0,1
"827184","b",2012-05-31,"1","0","01",1,90,726,0,0,60,0,2,0,19,0,0,2,0,0,0,0,0,19,12,13,46,0,0,11,16,63,0,0,0,30,30,30,30,69,69,69,69,69,69,69,69,69,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827184","m",2016-02-03,"1","0","01",1,11,84,0,0,0,0,0,0,10,0,0,0,1,0,1,0,1,9,2,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,2,0,2,0,1,1,0,1,230,0,1,26.9,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827191","b",2012-05-31,"1","0","01",1,69,461,0,0,36,0,4,0,20,0,0,2,0,0,0,0,0,4,13,14,32,6,0,10,11,48,0,0,0,33,33,33,33,47,47,47,47,47,47,47,47,47,69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827191","m",2016-02-05,"1","0","01",1,14,120,0,0,1,0,0,0,11,0,1,1,0,2,6,0,1,2,12,0,0,0,0,1,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,1,0,2,50000,0,1,0,1,365,0,1,26.6,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827225","b",2012-09-28,"1","0","01",1,47,291,0,0,47,0,7,0,10,0,0,10,0,0,0,0,0,0,34,0,13,0,0,4,6,37,0,0,0,0,0,0,0,23,23,23,23,23,23,23,23,23,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827225","m",2016-03-03,"1","0","01",1,35,211,0,0,0,0,2,1,17,0,20,2,1,2,1,0,0,15,17,1,2,0,0,0,1,5,26,3,0,26,26,26,26,5,5,5,5,5,5,5,5,5,35,35,2,0,2,50000,0,2,0,3,239,1,2,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,9,1,2,69,2,1,0,1,0,0
"827232","b",2013-09-01,"1","0","01",1,48,256,25,23,0,0,38,0,0,0,0,8,0,0,0,0,0,30,18,0,0,0,0,13,12,23,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827232","m",2016-01-14,"1","0","01",1,17,130,0,0,0,0,0,0,11,0,5,1,1,1,2,0,3,4,13,0,0,0,0,1,0,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,2,0,2,10000,0,3,0,3,86.2,2,1,27.7,2,1,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,1,2,110,2,1,1,0,0,0
"827249","b",2013-01-31,"1","0","01",1,49,248,0,49,0,0,33,0,0,0,0,16,0,0,0,0,0,0,49,0,0,0,0,19,18,12,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827249","m",2016-01-13,"1","0","01",1,34,240,0,0,0,0,5,0,25,0,2,1,0,3,2,0,5,24,9,0,1,0,0,0,0,4,28,2,0,18,18,18,18,1,1,1,1,1,1,1,1,1,34,29,2,0,2,50000,0,3,0,4,145.4,2,2,NA,4,0,20,0,4,NA,4,0,NA,4,0,NA,4,0,NA,4,0,8.4,1,3,98,3,1,0,1,0,0
"827263","m",2015-05-05,"0","0","00",1,25,126,2,1,1,2,1,0,18,0,0,0,1,17,0,0,0,1,10,0,14,0,0,0,0,2,23,0,0,22,22,22,22,2,2,2,2,2,2,2,2,2,25,25,1,0,2,0,1,1,0,2,70,1,1,NA,2,0,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,1,1,83,1,1,0,1,0,0
"827270","b",2013-02-19,"1","0","01",1,60,334,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,30,0,0,30,0,0,24,20,16,0,0,0,60,60,60,60,44,44,44,44,44,44,44,44,44,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827270","m",2015-09-24,"1","0","01",1,10,44,0,0,0,10,0,1,3,0,1,4,2,3,3,0,0,2,8,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.5,0,1,0,1,2,0,3,60,2,1,NA,3,0,20,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,6,1,2,106,2,1,0,1,0,0
"827287","b",2013-02-15,"1","0","01",1,30,172,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,30,0,0,6,8,16,0,0,0,30,30,30,30,24,24,24,24,24,24,24,24,24,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827287","m",2015-11-23,"1","0","01",1,12,54,0,0,0,6,0,2,6,0,5,3,2,3,1,0,0,8,4,0,0,0,0,0,2,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,0,1,0,1,2,0,3,440,2,1,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,1,2,84,2,1,1,0,0,0
"827304","m",2016-04-22,"0","0","00",1,9,54,0,0,0,0,0,2,4,0,5,3,0,3,0,0,0,4,5,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5,0,1,0,1,2.5,0,3,313.5,1,2,27.8,2,1,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,3.5,1,2,76,2,1,0,1,0,0
"827328","m",2015-09-23,"0","0","00",1,45,240,5,6,7,8,3,3,35,0,0,4,4,7,5,0,0,24,21,0,0,0,0,0,0,6,36,3,0,35,35,35,35,2,2,2,2,2,2,2,2,2,45,45,0,0,1,0,1,5,0,5,293.2,2,3,NA,5,0,0,0,5,NA,5,0,NA,5,0,NA,5,0,NA,5,0,4,2,3,135,3,2,0,1,0,0
"827335","b",2013-04-18,"1","0","01",1,30,195,0,0,30,0,0,0,0,0,0,13,0,0,0,0,0,0,30,0,0,0,0,16,0,14,0,0,0,0,0,0,0,17,17,17,17,17,17,17,17,17,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827335","m",2016-09-16,"1","0","01",1,57,393,0,0,0,0,5,7,48,0,16,10,6,3,0,0,0,19,38,0,0,0,0,1,8,5,39,4,0,30,30,30,30,1,1,1,1,1,1,1,1,1,57,57,2.5,0,3,115000,0,1,0,1,140,0,1,26.6,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827342","m",2015-10-08,"0","0","00",1,28,151,0,0,0,0,0,4,24,0,3,2,3,3,2,0,0,14,14,0,0,0,0,0,0,2,24,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,28,28,1,0,1,0,1,3,0,3,82.3,2,1,27.6,2,1,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,1,2,31,2,1,1,0,0,0
"827359","m",2016-11-25,"0","0","00",1,42,203,0,0,0,0,1,1,28,0,21,3,0,1,0,0,0,22,20,0,0,0,0,1,2,8,25,6,0,26,26,26,26,1,1,1,1,1,1,1,1,1,42,42,2,0,3,280000,0,3,0,3,234.5,1,2,28.8,2,1,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,4.5,1,2,10,2,1,0,1,0,0
"827366","b",2013-05-20,"1","0","01",1,42,239,0,0,0,0,35,0,0,0,0,8,0,0,0,0,0,0,19,0,23,0,0,8,29,5,0,0,0,42,42,42,42,6,6,6,6,6,6,6,6,6,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827366","m",2015-10-01,"1","0","01",1,39,186,0,0,0,1,0,2,19,0,7,2,6,5,1,0,0,26,13,0,0,0,0,0,17,4,10,8,0,27,27,27,27,14,14,14,14,14,14,14,14,14,39,39,3,0,3,121000,0,2,0,2,125,1,1,27.2,1,1,10,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,30,1,1,1,0,0,0
"827373","m",2015-09-18,"0","0","00",1,42,233,0,0,0,0,1,0,31,0,0,0,0,3,0,0,0,8,34,0,0,0,0,0,0,6,34,2,0,30,30,30,30,10,10,10,10,10,10,10,10,10,42,42,1.5,0,2,120000,0,2,0,3,160.5,1,2,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,1,1,2,97,2,1,1,0,0,0
"827380","b",2013-05-28,"1","0","01",1,36,210,0,0,36,0,4,0,0,0,0,8,0,0,0,0,0,0,24,0,12,0,0,15,2,19,0,0,0,0,0,0,0,27,27,27,27,27,27,27,27,27,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827380","m",2016-11-25,"1","0","01",1,73,421,0,0,0,0,2,1,57,0,43,3,0,1,0,0,0,21,52,0,0,0,0,0,10,13,44,6,0,27,27,27,27,1,1,1,1,1,1,1,1,1,73,73,4,0,4,310000,0,2,0,2,180,1,1,29.1,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,46,1,1,1,0,0,0
"827397","b",2013-06-18,"1","0","01",1,30,202,0,0,30,0,0,0,0,0,0,6,0,0,0,0,0,0,28,0,2,0,0,15,4,11,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827397","m",2015-09-22,"1","0","01",1,50,278,0,0,0,1,0,0,37,0,41,1,0,0,0,0,0,25,24,0,1,0,0,0,11,9,29,1,0,26,26,26,26,0,0,0,0,0,0,0,0,0,50,50,2,0,2,450000,0,1,0,2,80,1,1,NA,2,0,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,61,1,1,1,0,0,0
"827407","m",2015-09-04,"0","0","00",1,61,315,0,0,0,0,3,0,26,2,21,3,1,11,0,0,11,52,9,0,0,0,0,0,0,1,41,19,0,30,30,30,30,13,13,13,13,13,13,13,13,13,61,50,4,0,4,3e+05,0,3,0,4,60,3,1,NA,4,0,0,0,4,NA,4,0,NA,4,0,NA,4,0,NA,4,0,0,1,3,84,3,1,1,0,0,0
"827414","m",2016-11-23,"0","0","00",1,24,137,1,0,0,12,5,1,10,0,5,5,2,3,2,0,0,9,15,0,0,0,0,0,0,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,2,0,2,80000,0,2,0,3,169.5,1,2,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,4,1,2,63,2,1,0,1,0,0
"827421","b",2013-07-03,"1","0","01",1,30,198,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,10,2,18,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827421","m",2016-11-28,"1","0","01",1,49,274,1,0,0,0,0,0,41,0,22,3,0,1,1,0,2,31,18,0,0,0,0,1,7,3,32,5,1,26,26,26,26,2,2,2,2,2,2,2,2,2,49,47,3,0,3,79500,0,2,0,2,60,1,1,26.7,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,18,1,1,1,0,0,0
"827438","m",2015-09-15,"0","0","00",1,64,292,0,0,0,0,0,0,36,0,34,0,1,1,0,0,11,30,34,0,0,0,0,1,9,11,35,8,0,36,36,36,36,0,0,0,0,0,0,0,0,0,64,53,2,0,2,0,1,1,0,2,120,1,1,NA,2,0,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,88,1,1,1,0,0,0
"827445","b",2013-07-23,"1","0","01",1,30,176,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0,25,0,5,0,0,8,3,19,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827445","m",2015-10-26,"1","0","01",1,4,35,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1,0,1,3,0,4,177.7,2,2,NA,4,0,9,1,3,NA,4,0,NA,4,0,NA,4,0,NA,4,0,82,1,3,137,3,1,0,0,1,0
"827452","m",2016-11-28,"0","0","00",1,34,214,0,0,0,0,1,0,21,0,7,1,1,5,0,0,1,25,8,0,0,1,0,0,9,4,21,0,0,10,10,10,10,2,2,2,2,2,2,2,2,2,34,33,2,0,2,80000,0,2,0,3,100,2,1,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,6,1,2,62,2,1,0,1,0,0
"827469","m",2015-09-24,"0","0","00",1,53,266,0,0,0,0,1,1,44,0,23,3,3,3,2,0,0,14,37,0,2,0,0,0,6,13,27,7,0,34,34,34,34,0,0,0,0,0,0,0,0,0,53,53,2,0,2,80000,0,2,0,3,289.6,1,2,NA,3,0,15,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,1,2,105,2,1,1,0,0,0
"827483","b",2012-12-17,"1","0","01",1,30,151,0,0,30,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,30,0,0,8,2,20,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827483","m",2016-03-21,"1","0","01",1,10,115,0,0,0,0,0,0,6,0,1,1,1,1,1,0,2,1,7,0,2,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,2,80000,0,1,0,1,200,0,1,27,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827490","b",2015-07-02,"1","1","11",1,101,582,2,17,101,11,30,12,37,3,1,15,0,0,1,0,0,2,47,0,52,0,0,16,31,46,5,3,0,0,0,0,0,36,36,36,36,36,36,36,36,36,101,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827490","m",2016-09-26,"1","1","11",1,28,161,0,0,0,0,2,1,23,0,0,0,0,0,1,0,4,27,1,0,0,0,0,0,2,2,17,7,0,9,9,9,9,0,0,0,0,0,0,0,0,0,28,24,3,0,3,20000,0,3,0,3,227,2,1,27.2,2,1,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,1,2,25,2,1,1,0,0,0
"827500","b",2013-09-06,"1","0","01",1,32,176,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,3,29,0,0,0,0,0,32,0,0,0,0,32,32,32,32,18,18,18,18,18,18,18,18,18,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827500","m",2016-06-14,"1","0","01",1,30,190,0,0,0,0,0,0,15,0,0,0,0,8,0,0,0,14,16,0,0,0,0,0,0,0,30,0,0,20,20,20,20,15,15,15,15,15,15,15,15,15,30,30,4,0,4,336030,0,2,0,3,300,1,2,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,0,1,2,105,2,1,1,0,0,0
"827517","b",2013-09-19,"1","0","01",1,30,154,0,0,0,0,26,0,0,0,0,9,0,0,0,0,0,3,27,0,0,0,0,17,11,2,0,0,0,30,30,30,30,3,3,3,3,3,3,3,3,3,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827517","m",2016-03-03,"1","0","01",1,13,106,0,0,0,0,0,0,9,0,2,0,1,0,1,0,3,3,10,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,1,0,1,4e+05,0,2,0,3,314.5,1,2,NA,3,0,0,0,3,NA,3,0,NA,3,0,NA,3,0,NA,3,0,999,1,2,135,2,1,0,0,0,1
"827524","m",2016-11-30,"0","0","00",1,50,286,0,0,0,0,0,0,10,0,37,2,0,1,0,0,5,20,30,0,0,0,0,0,3,4,39,4,0,29,29,29,29,1,1,1,1,1,1,1,1,1,50,45,3,0,3,184000,0,1,0,1,80,0,1,27.7,0,1,0,0,1,NA,1,0,NA,1,0,NA,1,0,NA,1,0,0,0,1,NA,1,0,1,0,0,0
"827531","m",2015-11-26,"0","0","00",1,33,177,0,0,0,0,0,2,17,0,26,2,0,1,1,0,0,17,16,0,0,0,0,0,5,6,18,4,0,25,25,25,25,0,0,0,0,0,0,0,0,0,33,33,2,0,2,5000,0,2,0,2,63.6,1,1,27.1,1,1,0,0,2,NA,2,0,NA,2,0,NA,2,0,NA,2,0,0,1,1,22,1,1,1,0,0,0
